,Park_Name,Death Total,activities,deaths
249,Klondike Gold Rush - Seattle Unit National Historical Park,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Living History', 'Park Film', 'Museum Exhibits']",0
250,Klondike Gold Rush National Historical Park,0,"['Arts and Culture', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Climbing', 'Mountain Climbing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Playground', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
251,Knife River Indian Villages National Historic Site,0,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Live Music', 'Compass and GPS', 'Geocaching', 'Fishing', 'Freshwater Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Citizen Science', 'Arts and Crafts', 'Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
252,Kobuk Valley National Park,0,"['Boating', 'Camping', 'Backcountry Camping', 'Fishing', 'Freshwater Fishing', 'Flying', 'Fixed Wing Flying', 'Hands-On', 'Arts and Crafts', 'Hiking', 'Backcountry Hiking', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Junior Ranger Program', 'Wildlife Watching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
253,Korean War Veterans Memorial,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program']",0
254,LBJ Memorial Grove on the Potomac,0,"['Biking', 'Road Biking', 'Hiking', 'Off-Trail Permitted Hiking', 'Paddling', 'Canoeing', 'Kayaking', 'Wildlife Watching', 'Birdwatching']",0
255,Lake Clark National Park & Preserve,0,"['Astronomy', 'Stargazing', 'Biking', 'Boating', 'Motorized Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Climbing', 'Mountain Climbing', 'Compass and GPS', 'Orienteering', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Flying', 'Fixed Wing Flying', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']",0
256,Lake Mead National Recreation Area,201,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Sailing', 'Jet Skiing', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Fishing', 'Freshwater Fishing', 'Food', 'Dining', 'Picnicking', 'Flying', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Boat Tour', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'SCUBA Diving', 'Snorkeling', 'Swimming', 'Freshwater Swimming', 'Water Skiing', 'Wildlife Watching', 'Park Film', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",1
257,Lake Meredith National Recreation Area,12,"['Auto and ATV', 'ATV Off-Roading', 'Biking', 'Mountain Biking', 'Boating', 'Camping', 'Fishing', 'Food', 'Guided Tours', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Kayaking', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']",1
258,Lake Roosevelt National Recreation Area,21,"['Boating', 'Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Citizen Science', 'Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoe or Kayak Camping', 'Junior Ranger Program', 'Swimming', 'Park Film', 'Museum Exhibits']",1
259,Lassen Volcanic National Park,0,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Compass and GPS', 'Geocaching', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Swimming', 'Freshwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
260,Lava Beds National Monument,0,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Caving', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Skiing', 'Cross-Country Skiing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
261,Lewis & Clark National Historic Trail,0,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Boating', 'Fishing', 'Guided Tours', 'Hiking', 'Living History', 'Junior Ranger Program', 'Snowshoeing', 'Wildlife Watching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
262,Lewis and Clark National Historical Park,0,"['Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Hunting and Gathering', 'Gathering and Foraging', 'Living History', 'Historic Weapons Demonstration', 'Paddling', 'Kayaking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
263,Lincoln Boyhood National Memorial,0,"['Arts and Culture', 'Cultural Demonstrations', 'Biking', 'Road Biking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Living History', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
264,Lincoln Home National Historic Site,0,"['Arts and Culture', 'Cultural Demonstrations', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Arts and Crafts', 'Living History', 'Reenactments', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
265,Lincoln Memorial,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
266,Little Bighorn Battlefield National Monument,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Junior Ranger Program', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
267,Little River Canyon National Preserve,17,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Mountain Biking', 'Road Biking', 'Climbing', 'Rock Climbing', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Picnicking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Kayaking', 'Junior Ranger Program', 'Swimming', 'Freshwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Gift Shop and Souvenirs']",1
268,Little Rock Central High School National Historic Site,0,"['Arts and Culture', 'Live Music', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
269,Longfellow House Washington's Headquarters National Historic Site,0,"['Arts and Culture', 'Live Music', 'Guided Tours', 'Hands-On', 'Arts and Crafts', 'Junior Ranger Program', 'Museum Exhibits']",0
270,Lowell National Historical Park,0,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Live Music', 'Boating', 'Boat Tour', 'Guided Tours', 'Self-Guided Tours - Walking', 'Boat Tour', 'Hands-On', 'Arts and Crafts', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
271,Lower Delaware National Wild and Scenic River,0,"['Auto and ATV', 'Scenic Driving', 'Boating', 'Camping', 'Fishing', 'Food', 'Picnicking', 'Hiking', 'Paddling', 'Junior Ranger Program']",0
272,Lower East Side Tenement Museum National Historic Site,0,"['Guided Tours', 'Living History', 'First Person Interpretation', 'Shopping', 'Gift Shop and Souvenirs']",0
273,Lyndon B Johnson National Historical Park,0,"['Guided Tours', 'Self-Guided Tours - Auto', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
274,Maggie L Walker National Historic Site,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Shopping', 'Bookstore and Park Store']",0
275,Maine Acadian Culture,0,"['Arts and Culture', 'Fishing', 'Food', 'Museum Exhibits']",0
276,Mammoth Cave National Park,0,"['Astronomy', 'Stargazing', 'Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'Caving', 'Fishing', 'Freshwater Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Junior Ranger Program', 'Park Film', 'Shopping', 'Bookstore and Park Store']",0
277,Manassas National Battlefield Park,0,"['Fishing', 'Guided Tours', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits']",0
278,Manhattan Project National Historical Park,0,"['Guided Tours', 'Junior Ranger Program', 'Museum Exhibits']",0
279,Manzanar National Historic Site,0,"['Biking', 'Road Biking', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Bus/Shuttle Guided Tour', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
280,Marsh - Billings - Rockefeller National Historical Park,0,"['Arts and Culture', 'Craft Demonstrations', 'Compass and GPS', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Citizen Science', 'Arts and Crafts', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
281,"Martin Luther King, Jr. Memorial",0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
282,"Martin Luther King, Jr. National Historical Park",0,"['Arts and Culture', 'Guided Tours', 'Junior Ranger Program', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
283,Martin Van Buren National Historic Site,0,"['Arts and Culture', 'Compass and GPS', 'Geocaching', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store']",0
284,Mary McLeod Bethune Council House National Historic Site,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
285,Medgar and Myrlie Evers Home National Monument,0,[],0
286,Mesa Verde National Park,0,"['Auto and ATV', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Camping', 'Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
287,Mill Springs Battlefield National Monument,0,"['Guided Tours', 'Self-Guided Tours - Auto', 'Museum Exhibits']",0
288,Minidoka National Historic Site,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Museum Exhibits']",0
289,Minute Man National Historical Park,0,"['Guided Tours', 'Hiking', 'Front-Country Hiking', 'Living History', 'Historic Weapons Demonstration', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']",0
290,Minuteman Missile National Historic Site,0,"['Guided Tours', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
291,Mississippi National River and Recreation Area,0,"['Biking', 'Mountain Biking', 'Road Biking', 'Boating', 'Compass and GPS', 'Geocaching', 'Fishing', 'Freshwater Fishing', 'Hiking', 'Front-Country Hiking', 'Hunting and Gathering', 'Hunting', 'Living History', 'Reenactments', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Paddling', 'Canoeing', 'Kayaking', 'Junior Ranger Program', 'Skiing', 'Cross-Country Skiing', 'Snow Play', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits']",0
292,Missouri National Recreational River,0,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Boating', 'Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Fishing', 'Freshwater Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hands-On', 'Citizen Science', 'Hiking', 'Front-Country Hiking', 'Hunting and Gathering', 'Hunting', 'Living History', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Junior Ranger Program', 'Playground', 'Skiing', 'Cross-Country Skiing', 'Swimming', 'Pool Swimming', 'Freshwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
293,Mojave National Preserve,0,"['Auto and ATV', 'Auto Off-Roading', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Mountain Biking', 'Road Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Food', 'Picnicking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Horse Trekking', 'Horse Camping (see also camping)', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
294,Monocacy National Battlefield,0,"['Auto and ATV', 'Scenic Driving', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Front-Country Hiking', 'Living History', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Paddling', 'Canoeing', 'Kayaking', 'Junior Ranger Program', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
295,Montezuma Castle National Monument,0,"['Arts and Culture', 'Astronomy', 'Camping', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
296,Moores Creek National Battlefield,0,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Fishing', 'Guided Tours', 'Living History', 'Historic Weapons Demonstration', 'Paddling', 'Canoeing', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
297,Mormon Pioneer National Historic Trail,0,"['Auto and ATV', 'Scenic Driving', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hiking', 'Horse Trekking', 'Horseback Riding', 'Museum Exhibits']",0
298,Morristown National Historical Park,0,"['Arts and Culture', 'Craft Demonstrations', 'Biking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Historic Weapons Demonstration', 'First Person Interpretation', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
299,Mount Rainier National Park,55,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Stargazing', 'Biking', 'Camping', 'Backcountry Camping', 'Car or Front Country Camping', 'Group Camping', 'Climbing', 'Mountain Climbing', 'Fishing', 'Freshwater Fishing', 'Food', 'Dining', 'Guided Tours', 'Self-Guided Tours - Auto', 'Hands-On', 'Citizen Science', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Living History', 'Junior Ranger Program', 'Skiing', 'Snow Play', 'Snowmobiling', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",1
300,Mount Rushmore National Memorial,0,"['Food', 'Dining', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
301,Muir Woods National Monument,0,"['Food', 'Dining', 'Guided Tours', 'Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']",0
302,Natchez National Historical Park,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
303,Natchez Trace National Scenic Trail,0,"['Hiking', 'Horse Trekking', 'Horseback Riding']",0
304,Natchez Trace Parkway,104,"['Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Road Biking', 'Camping', 'Car or Front Country Camping', 'RV Camping', 'Fishing', 'Freshwater Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Bookstore and Park Store']",1
305,National Capital Parks-East,0,['Biking'],0
306,National Mall and Memorial Parks,0,"['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Biking', 'Road Biking', 'Boating', 'Fishing', 'Golfing', 'Mini-Golfing', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
307,National Park of American Samoa,0,"['Arts and Culture', 'Live Music', 'Hands-On', 'Volunteer Vacation', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Off-Trail Permitted Hiking', 'Living History', 'Historic Weapons Demonstration', 'First Person Interpretation', 'SCUBA Diving', 'Snorkeling', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
308,National Parks of New York Harbor,0,"['Arts and Culture', 'Cultural Demonstrations', 'Live Music', 'Theater', 'Astronomy', 'Stargazing', 'Biking', 'Road Biking', 'Boating', 'Boat Tour', 'Camping', 'Fishing', 'Saltwater Fishing', 'Food', 'Dining', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Boat Tour', 'Hands-On', 'Citizen Science', 'Arts and Crafts', 'Hiking', 'Living History', 'Paddling', 'Kayaking', 'Junior Ranger Program', 'Surfing', 'Swimming', 'Saltwater Swimming', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
309,Natural Bridges National Monument,0,"['Astronomy', 'Stargazing', 'Camping', 'Hiking', 'Junior Ranger Program', 'Park Film', 'Shopping', 'Bookstore and Park Store']",0
310,Navajo National Monument,0,"['Arts and Culture', 'Cultural Demonstrations', 'Astronomy', 'Stargazing', 'Camping', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']",0
311,New Bedford Whaling National Historical Park,0,"['Food', 'Guided Tours', 'Self-Guided Tours - Walking', 'Living History', 'First Person Interpretation', 'Junior Ranger Program', 'Museum Exhibits']",0
312,New England National Scenic Trail,0,"['Camping', 'Backcountry Camping', 'Food', 'Dining', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Snowshoeing']",0
313,New Jersey Pinelands National Reserve,0,[],0
314,New Orleans Jazz National Historical Park,0,"['Arts and Culture', 'Live Music', 'Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program']",0
315,New River Gorge National Park and Preserve,62,"['Arts and Culture', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Astronomy', 'Biking', 'Mountain Biking', 'Road Biking', 'Boating', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Group Camping', 'RV Camping', 'Climbing', 'Rock Climbing', 'Fishing', 'Freshwater Fishing', 'Fly Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Canoe or Kayak Camping', 'Kayaking', 'Stand Up Paddleboarding', 'Whitewater Rafting', 'Junior Ranger Program', 'Playground', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",1
316,Nez Perce National Historical Park,0,"['Arts and Culture', 'Craft Demonstrations', 'Cultural Demonstrations', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Hiking', 'Horse Trekking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store', 'Gift Shop and Souvenirs']",0
317,Nicodemus National Historic Site,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Self-Guided Tours - Auto', 'Junior Ranger Program', 'Playground']",0
318,Ninety Six National Historic Site,0,"['Fishing', 'Freshwater Fishing', 'Guided Tours', 'Self-Guided Tours - Walking', 'Horse Trekking', 'Horseback Riding', 'Living History', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Bookstore and Park Store']",0
319,Niobrara National Scenic River,0,"['Astronomy', 'Stargazing', 'Biking', 'Camping', 'Fishing', 'Guided Tours', 'Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Kayaking', 'Stand Up Paddleboarding', 'Junior Ranger Program', 'Tubing', 'River Tubing', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Shopping', 'Bookstore and Park Store']",0
320,Noatak National Preserve,0,"['Boating', 'Camping', 'Backcountry Camping', 'Fishing', 'Freshwater Fishing', 'Flying', 'Fixed Wing Flying', 'Hands-On', 'Arts and Crafts', 'Hiking', 'Backcountry Hiking', 'Hunting and Gathering', 'Hunting', 'Paddling', 'Canoeing', 'Junior Ranger Program', 'Wildlife Watching', 'Museum Exhibits']",0
321,North Cascades National Park,19,"['Auto and ATV', 'Scenic Driving', 'Biking', 'Road Biking', 'Boating', 'Motorized Boating', 'Boat Tour', 'Camping', 'Backcountry Camping', 'Canoe or Kayak Camping', 'Car or Front Country Camping', 'Horse Camping (see also Horse/Stock Use)', 'Group Camping', 'RV Camping', 'Climbing', 'Rock Climbing', 'Fishing', 'Guided Tours', 'Bus/Shuttle Guided Tour', 'Hands-On', 'Citizen Science', 'Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Paddling', 'Canoe or Kayak Camping', 'Junior Ranger Program', 'Shopping', 'Bookstore and Park Store']",1
322,North Country National Scenic Trail,0,"['Biking', 'Mountain Biking', 'Camping', 'Backcountry Camping', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Backcountry Hiking', 'Front-Country Hiking', 'Horse Trekking', 'Horseback Riding', 'Skiing', 'Cross-Country Skiing', 'Snowshoeing', 'Wildlife Watching', 'Birdwatching', 'Shopping', 'Gift Shop and Souvenirs']",0
323,Obed Wild & Scenic River,0,"['Astronomy', 'Stargazing', 'Camping', 'Climbing', 'Rock Climbing', 'Fishing', 'Freshwater Fishing', 'Hiking', 'Hunting and Gathering', 'Paddling', 'Canoe or Kayak Camping', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film']",0
324,Ocmulgee Mounds National Historical Park,0,"['Biking', 'Fishing', 'Food', 'Picnicking', 'Guided Tours', 'Self-Guided Tours - Walking', 'Hiking', 'Junior Ranger Program', 'Wildlife Watching', 'Birdwatching', 'Park Film', 'Museum Exhibits', 'Shopping', 'Gift Shop and Souvenirs']",0
325,Oklahoma City National Memorial,0,"['Guided Tours', 'Self-Guided Tours - Walking', 'Junior Ranger Program']",0
326,Old Spanish National Historic Trail,0,"['Arts and Culture', 'Theater', 'Auto and ATV', 'Scenic Driving', 'Hiking', 'Horse Trekking']",0
